/raid/home/automatants/peytevin_pau/Can-t-Stop/env/lib/python3.10/site-packages/gymnasium/envs/registration.py:487: UserWarning: [33mWARN: The environment creator metadata doesn't include `render_modes`, contains: ['render.modes'][0m
  logger.warn(
Using cuda device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to logs/PPO-1755550275/ppo_cant_stop_0
---------------------------------
| rollout/           |          |
|    ep_rew_mean          | 60.7       |
| time/                   |            |
|    fps                  | 470        |
|    iterations           | 348        |
|    time_elapsed         | 1514       |
|    total_timesteps      | 2715648    |
| train/                  |            |
|    approx_kl            | 0.02175708 |
|    clip_fraction        | 0.125      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.45      |
|    explained_variance   | 0.289      |
|    learning_rate        | 0.0003     |
|    loss                 | 128        |
|    n_updates            | 13250      |
|    policy_gradient_loss | -0.0203    |
|    value_loss           | 340        |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 30.8        |
|    ep_rew_mean          | 62.9        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 349         |
|    time_elapsed         | 1518        |
|    total_timesteps      | 2717696     |
| train/                  |             |
|    approx_kl            | 0.017237449 |
|    clip_fraction        | 0.117       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.464      |
|    explained_variance   | 0.282       |
|    learning_rate        | 0.0003      |
|    loss                 | 139         |
|    n_updates            | 13260       |
|    policy_gradient_loss | -0.0178     |
|    value_loss           | 390         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 32.2        |
|    ep_rew_mean          | 67.5        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 350         |
|    time_elapsed         | 1522        |
|    total_timesteps      | 2719744     |
| train/                  |             |
|    approx_kl            | 0.025695257 |
|    clip_fraction        | 0.151       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.453      |
|    explained_variance   | 0.319       |
|    learning_rate        | 0.0003      |
|    loss                 | 149         |
|    n_updates            | 13270       |
|    policy_gradient_loss | -0.0199     |
|    value_loss           | 355         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 33.4       |
|    ep_rew_mean          | 70.5       |
| time/                   |            |
|    fps                  | 470        |
|    iterations           | 351        |
|    time_elapsed         | 1527       |
|    total_timesteps      | 2721792    |
| train/                  |            |
|    approx_kl            | 0.01661978 |
|    clip_fraction        | 0.123      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.453     |
|    explained_variance   | 0.291      |
|    learning_rate        | 0.0003     |
|    loss                 | 165        |
|    n_updates            | 13280      |
|    policy_gradient_loss | -0.0215    |
|    value_loss           | 381        |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 32.5        |
|    ep_rew_mean          | 66.2        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 352         |
|    time_elapsed         | 1531        |
|    total_timesteps      | 2723840     |
| train/                  |             |
|    approx_kl            | 0.017762695 |
|    clip_fraction        | 0.128       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.441      |
|    explained_variance   | 0.39        |
|    learning_rate        | 0.0003      |
|    loss                 | 134         |
|    n_updates            | 13290       |
|    policy_gradient_loss | -0.0204     |
|    value_loss           | 297         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 33.1        |
|    ep_rew_mean          | 70          |
