Using cuda device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to logs/PPO-1756033440/ppo_cant_stop_0
--------------------------------------
| custom/                 |          |
|    clip_fraction        | 0.0041       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.657       |
|    explained_variance   | 0.0399       |
|    learning_rate        | 0.0003       |
|    loss                 | 3.54e+03     |
|    n_updates            | 9820         |
|    policy_gradient_loss | -0.00368     |
|    value_loss           | 7.92e+03     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 17           |
| rollout/                |              |
|    ep_len_mean          | 39.5         |
|    ep_rew_mean          | -32.7        |
| time/                   |              |
|    fps                  | 470          |
|    iterations           | 6            |
|    time_elapsed         | 26           |
|    total_timesteps      | 2015232      |
| train/                  |              |
|    approx_kl            | 0.0004667753 |
|    clip_fraction        | 0.000879     |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.659       |
|    explained_variance   | 0.164        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.02e+03     |
|    n_updates            | 9830         |
|    policy_gradient_loss | -0.00186     |
|    value_loss           | 8.9e+03      |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 16           |
| rollout/                |              |
|    ep_len_mean          | 38.8         |
|    ep_rew_mean          | -91.8        |
| time/                   |              |
|    fps                  | 466          |
|    iterations           | 7            |
|    time_elapsed         | 30           |
|    total_timesteps      | 2017280      |
| train/                  |              |
|    approx_kl            | 0.0015669742 |
|    clip_fraction        | 0.00308      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.646       |
|    explained_variance   | 0.157        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.73e+03     |
|    n_updates            | 9840         |
|    policy_gradient_loss | -0.00372     |
|    value_loss           | 7.09e+03     |
------------------------------------------
----------------------------------------
| custom/                 |            |
|    max_turn_per_episode | 14         |
| rollout/                |            |
|    ep_len_mean          | 38.2       |
|    ep_rew_mean          | -59.2      |
| time/                   |            |
|    fps                  | 463        |
|    iterations           | 8          |
|    time_elapsed         | 35         |
|    total_timesteps      | 2019328    |
| train/                  |            |
|    approx_kl            | 0.00185045 |
|    clip_fraction        | 0.00728    |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.644     |
|    explained_variance   | 0.205      |
|    learning_rate        | 0.0003     |
|    loss                 | 3.99e+03   |
|    n_updates            | 9850       |
|    policy_gradient_loss | -0.0036    |
|    value_loss           | 1.43e+04   |
----------------------------------------
[HB] 2020000 steps...
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 12            |
| rollout/                |               |
|    ep_len_mean          | 39.2          |
|    ep_rew_mean          | -61.9         |
| time/                   |               |
|    fps                  | 461           |
|    iterations           | 9             |
|    time_elapsed         | 39            |
|    total_timesteps      | 2021376       |
| train/                  |               |
|    approx_kl            | 0.00014408305 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.635        |
|    explained_variance   | 0.336         |
|    learning_rate        | 0.0003        |
|    loss                 | 4.57e+03      |
|    n_updates            | 9860          |
|    policy_gradient_loss | -0.001        |
